6,True,2,0.0090138912200927,1839583996,"{0: [2, 1, 3, 4, 5], 1: [5, 4, 3, 2, 0], 2: [5, 4, 3, 1, 0], 3: [1, 2, 0, 4, 5], 4: [0, 2, 5, 3, 1], 5: [4, 2, 0, 1, 3]}"
6,True,1,0.0405719280242919,1367258068,"{0: [1, 2, 4, 5, 3], 1: [5, 4, 2, 0, 3], 2: [3, 0, 1, 4, 5], 3: [5, 4, 2, 1, 0], 4: [3, 5, 2, 1, 0], 5: [2, 4, 3, 0, 1]}"
6,True,2,0.0186758041381835,622646824,"{0: [2, 1, 4, 3, 5], 1: [0, 2, 3, 5, 4], 2: [5, 4, 3, 1, 0], 3: [5, 4, 2, 1, 0], 4: [2, 0, 1, 3, 5], 5: [3, 2, 0, 1, 4]}"
6,True,2,0.0789666175842285,1944900111,"{0: [1, 3, 5, 4, 2], 1: [4, 3, 0, 5, 2], 2: [4, 3, 1, 5, 0], 3: [0, 1, 2, 4, 5], 4: [3, 2, 0, 5, 1], 5: [0, 1, 2, 3, 4]}"
6,True,2,0.0064911842346191,2637846852,"{0: [1, 2, 3, 4, 5], 1: [0, 2, 3, 4, 5], 2: [5, 3, 1, 4, 0], 3: [0, 1, 2, 4, 5], 4: [0, 1, 2, 3, 5], 5: [4, 2, 1, 3, 0]}"
6,True,2,0.0147209167480468,2516949659,"{0: [2, 3, 5, 1, 4], 1: [4, 3, 2, 0, 5], 2: [5, 4, 3, 1, 0], 3: [1, 2, 4, 5, 0], 4: [2, 5, 3, 1, 0], 5: [3, 4, 2, 1, 0]}"
6,True,2,0.0440840721130371,2712441911,"{0: [1, 2, 4, 5, 3], 1: [3, 5, 0, 2, 4], 2: [0, 1, 3, 4, 5], 3: [2, 0, 1, 5, 4], 4: [0, 1, 2, 3, 5], 5: [4, 3, 2, 1, 0]}"
6,True,1,0.1108710765838623,2742999361,"{0: [3, 4, 5, 2, 1], 1: [3, 0, 2, 4, 5], 2: [4, 1, 0, 3, 5], 3: [5, 4, 0, 1, 2], 4: [0, 3, 5, 1, 2], 5: [4, 3, 0, 2, 1]}"
6,True,2,0.0139040946960449,2768954740,"{0: [5, 4, 3, 2, 1], 1: [4, 3, 5, 0, 2], 2: [5, 4, 3, 1, 0], 3: [1, 0, 5, 2, 4], 4: [1, 5, 3, 2, 0], 5: [4, 3, 2, 0, 1]}"
6,False,1,0.0047731399536132,903130267,"{0: [5, 4, 3, 2], 2: [5, 4, 3, 0], 3: [0, 2, 4, 5], 4: [0, 5, 3, 2, 1], 5: [4, 0, 1, 2, 3], 1: [5, 4]}"
